generating_model,replicate,sample_kind,stage,run,fitted_model,seed
M1,14,stress,fit,A,choice_only,2837143685
M1,14,stress,fit,A,M1,784470838
M1,14,stress,fit,A,M2,3086435315
M1,14,stress,fit,A,M3,1286913086
M1,15,stress,simulate,A,,2026906662
M1,15,stress,simulate,B,,4113650583
M1,15,stress,fit,A,choice_only,2357966304
M1,15,stress,fit,A,M1,3745707067
M1,15,stress,fit,A,M2,1062087265
M1,15,stress,fit,A,M3,3616780746
M1,16,stress,simulate,A,,1450434338
M1,16,stress,simulate,B,,3315782210
M1,16,stress,fit,A,choice_only,2490662109
M1,16,stress,fit,A,M1,2928815827
M1,16,stress,fit,A,M2,2934212615
M1,16,stress,fit,A,M3,4185284994
M1,17,stress,simulate,A,,3115738506
M1,17,stress,simulate,B,,2518466795
M1,17,stress,fit,A,choice_only,3967607062
M1,17,stress,fit,A,M1,3525566242
M1,17,stress,fit,A,M2,2062262004
M1,17,stress,fit,A,M3,2915213419
M1,18,stress,simulate,A,,1755012017
M1,18,stress,simulate,B,,2710584264
M1,18,stress,fit,A,choice_only,3835782762
M1,18,stress,fit,A,M1,1752075382
M1,18,stress,fit,A,M2,2502088393
M1,18,stress,fit,A,M3,3062507677
M1,19,stress,simulate,A,,215987382
M1,19,stress,simulate,B,,1613373404
M1,19,stress,fit,A,choice_only,4006715359
M1,19,stress,fit,A,M1,1831331736
M1,19,stress,fit,A,M2,389688419
M1,19,stress,fit,A,M3,1966465491
M1,20,stress,simulate,A,,1150128227
M1,20,stress,simulate,B,,566686628
M1,20,stress,fit,A,choice_only,2175909314
M1,20,stress,fit,A,M1,3558943720
M1,20,stress,fit,A,M2,1978267641
M1,20,stress,fit,A,M3,2702477576
M1,21,stress,simulate,A,,4268838417
M1,21,stress,simulate,B,,2410879192
M1,21,stress,fit,A,choice_only,2299738521
M1,21,stress,fit,A,M1,670896327
M1,21,stress,fit,A,M2,172546081
M1,21,stress,fit,A,M3,2949618453
M1,22,stress,simulate,A,,1538326932
M1,22,stress,simulate,B,,62876661
M1,22,stress,fit,A,choice_only,775089049
M1,22,stress,fit,A,M1,1734114828
M1,22,stress,fit,A,M2,2518334215
M1,22,stress,fit,A,M3,3474940990
M1,23,stress,simulate,A,,2291217154
M1,23,stress,simulate,B,,935237016
M1,23,stress,fit,A,choice_only,3203260543
M1,23,stress,fit,A,M1,948490014
M1,23,stress,fit,A,M2,2525041412
M1,23,stress,fit,A,M3,1846908393
M1,24,stress,simulate,A,,1111073073
M1,24,stress,simulate,B,,2638311251
M1,24,stress,fit,A,choice_only,546382847
M1,24,stress,fit,A,M1,3671931364
M1,24,stress,fit,A,M2,3877777460
M1,24,stress,fit,A,M3,863347423
M1,25,stress,simulate,A,,4157185668
M1,25,stress,simulate,B,,3221975416
M1,25,stress,fit,A,choice_only,384527489
M1,25,stress,fit,A,M1,3502012403
M1,25,stress,fit,A,M2,3034945995
M1,25,stress,fit,A,M3,1100815129
M1,26,stress,simulate,A,,3717843304
M1,26,stress,simulate,B,,451579635
M1,26,stress,fit,A,choice_only,2656772670
M1,26,stress,fit,A,M1,3501380158
M1,26,stress,fit,A,M2,3084890844
M1,26,stress,fit,A,M3,1714733534
M1,27,stress,simulate,A,,1525888216
M1,27,stress,simulate,B,,767009281
M1,27,stress,fit,A,choice_only,4125989554
M1,27,stress,fit,A,M1,3091913079
M1,27,stress,fit,A,M2,1213172422
M1,27,stress,fit,A,M3,399025210
M1,28,stress,simulate,A,,2712422294
M1,28,stress,simulate,B,,361098930
M1,28,stress,fit,A,choice_only,2121162252
M1,28,stress,fit,A,M1,3349780839
M1,28,stress,fit,A,M2,1194781460
M1,28,stress,fit,A,M3,4231284730
M1,29,stress,simulate,A,,1667210957
M1,29,stress,simulate,B,,3839609347
M1,29,stress,fit,A,choice_only,3875014611
M1,29,stress,fit,A,M1,2083080594
M1,29,stress,fit,A,M2,4106294951
M1,29,stress,fit,A,M3,3496405934
M1,30,stress,simulate,A,,3717857131
M1,30,stress,simulate,B,,1196045214
M1,30,stress,fit,A,choice_only,4103807539
M1,30,stress,fit,A,M1,4039575012
M1,30,stress,fit,A,M2,1280013090
M1,30,stress,fit,A,M3,2064783170
M1,31,stress,simulate,A,,64763629
M1,31,stress,simulate,B,,1157390596
M1,31,stress,fit,A,choice_only,2371035176
M1,31,stress,fit,A,M1,3542869153
M1,31,stress,fit,A,M2,1299199023
M1,31,stress,fit,A,M3,1006698525
M1,32,stress,simulate,A,,4041553677
M1,32,stress,simulate,B,,1197158320
M1,32,stress,fit,A,choice_only,1396011819
M1,32,stress,fit,A,M1,2584564409
M1,32,stress,fit,A,M2,3733953235
M1,32,stress,fit,A,M3,470758043
M1,33,stress,simulate,A,,4023429839
M1,33,stress,simulate,B,,2221505567
M1,33,stress,fit,A,choice_only,4213724172
M1,33,stress,fit,A,M1,4120489807
M1,33,stress,fit,A,M2,2171467713
M1,33,stress,fit,A,M3,3817774502
M1,34,stress,simulate,A,,2823067239
M1,34,stress,simulate,B,,1395447124
M1,34,stress,fit,A,choice_only,711069919
M1,34,stress,fit,A,M1,1355577103
M1,34,stress,fit,A,M2,3233643486
M1,34,stress,fit,A,M3,2295281986
M1,35,stress,simulate,A,,1836398159
M1,35,stress,simulate,B,,2481136457
M1,35,stress,fit,A,choice_only,1549759824
M1,35,stress,fit,A,M1,1791586068
M1,35,stress,fit,A,M2,2672035603
M1,35,stress,fit,A,M3,404625594
M1,36,stress,simulate,A,,3063109584
M1,36,stress,simulate,B,,1860084313
M1,36,stress,fit,A,choice_only,1445503814
M1,36,stress,fit,A,M1,56849084
M1,36,stress,fit,A,M2,1863911282
M1,36,stress,fit,A,M3,4228991409
M1,37,stress,simulate,A,,3478102100
M1,37,stress,simulate,B,,1379924117
M1,37,stress,fit,A,choice_only,1180419664
M1,37,stress,fit,A,M1,296746172
M1,37,stress,fit,A,M2,1564198335
M1,37,stress,fit,A,M3,2227777366
M1,38,stress,simulate,A,,1312016936
M1,38,stress,simulate,B,,959692989
M1,38,stress,fit,A,choice_only,789332606
M1,38,stress,fit,A,M1,2991675904
M1,38,stress,fit,A,M2,4264654299
M1,38,stress,fit,A,M3,1578765405
M1,39,stress,simulate,A,,3693442122
M1,39,stress,simulate,B,,2267148242
M1,39,stress,fit,A,choice_only,4150445807
M1,39,stress,fit,A,M1,1396072344
M1,39,stress,fit,A,M2,2920808231
M1,39,stress,fit,A,M3,3500348993
M1,40,stress,simulate,A,,1220444990
M1,40,stress,simulate,B,,20658419
M1,40,stress,fit,A,choice_only,3388580448
M1,40,stress,fit,A,M1,2611259923
M1,40,stress,fit,A,M2,979042092
M1,40,stress,fit,A,M3,758517296
M1,41,stress,simulate,A,,4272533765
M1,41,stress,simulate,B,,2563755461
M1,41,stress,fit,A,choice_only,1580510994
M1,41,stress,fit,A,M1,613045382
M1,41,stress,fit,A,M2,3199767904
M1,41,stress,fit,A,M3,1030066834
M1,42,stress,simulate,A,,1445723222
M1,42,stress,simulate,B,,4162715850
M1,42,stress,fit,A,choice_only,3827523063
M1,42,stress,fit,A,M1,734974342
M1,42,stress,fit,A,M2,443266500
M1,42,stress,fit,A,M3,3257008484
M1,43,stress,simulate,A,,3061099301
M1,43,stress,simulate,B,,71027126
M1,43,stress,fit,A,choice_only,2932193949
M1,43,stress,fit,A,M1,2525082608
M1,43,stress,fit,A,M2,3887946664
M1,43,stress,fit,A,M3,2728235517
M1,44,stress,simulate,A,,929886918
M1,44,stress,simulate,B,,3117183768
M1,44,stress,fit,A,choice_only,3960754587
M1,44,stress,fit,A,M1,2071201190
M1,44,stress,fit,A,M2,3894032312
M1,44,stress,fit,A,M3,149190080
M1,45,stress,simulate,A,,3232852028
M1,45,stress,simulate,B,,425089447
M1,45,stress,fit,A,choice_only,4226269407
M1,45,stress,fit,A,M1,2212691564
M1,45,stress,fit,A,M2,3078488275
M1,45,stress,fit,A,M3,2530093192
M1,46,stress,simulate,A,,1049632410
M1,46,stress,simulate,B,,3487074868
M1,46,stress,fit,A,choice_only,1959314142
M1,46,stress,fit,A,M1,554280654
M1,46,stress,fit,A,M2,1828449440
M1,46,stress,fit,A,M3,1212667441
M1,47,stress,simulate,A,,148687985
M1,47,stress,simulate,B,,2045945979
M1,47,stress,fit,A,choice_only,796038925
M1,47,stress,fit,A,M1,1593048538
M1,47,stress,fit,A,M2,1891053657
M1,47,stress,fit,A,M3,1329217330
M1,48,stress,simulate,A,,117582521
M1,48,stress,simulate,B,,548001789
M1,48,stress,fit,A,choice_only,2317463566
M1,48,stress,fit,A,M1,3817304461
M1,48,stress,fit,A,M2,3402400656
M1,48,stress,fit,A,M3,4050343300
M1,49,stress,simulate,A,,968167656
M1,49,stress,simulate,B,,3891749376
M1,49,stress,fit,A,choice_only,1776967915
M1,49,stress,fit,A,M1,2342566095
M1,49,stress,fit,A,M2,1153421952
M1,49,stress,fit,A,M3,1444575536
M2,0,nominal,simulate,A,,3252089358
M2,0,nominal,simulate,B,,3360790517
M2,0,nominal,fit,A,choice_only,2007809941
M2,0,nominal,fit,A,M1,1686373349
M2,0,nominal,fit,A,M2,1446941437
M2,0,nominal,fit,A,M3,3297616789
M2,1,nominal,simulate,A,,361090256
M2,1,nominal,simulate,B,,3311626281
M2,1,nominal,fit,A,choice_only,3792245197
M2,1,nominal,fit,A,M1,2625946383
M2,1,nominal,fit,A,M2,2956765774
M2,1,nominal,fit,A,M3,3788597331
M2,2,nominal,simulate,A,,318683467
M2,2,nominal,simulate,B,,1123198225
M2,2,nominal,fit,A,choice_only,3308164765
M2,2,nominal,fit,A,M1,1828884102
M2,2,nominal,fit,A,M2,3959065610
M2,2,nominal,fit,A,M3,681431046
M2,3,nominal,simulate,A,,1364556106
M2,3,nominal,simulate,B,,1521025607
M2,3,nominal,fit,A,choice_only,3138382654
M2,3,nominal,fit,A,M1,1833616866
M2,3,nominal,fit,A,M2,1881282050
M2,3,nominal,fit,A,M3,1923115134
M2,4,nominal,simulate,A,,2957051045
M2,4,nominal,simulate,B,,1787234187
M2,4,nominal,fit,A,choice_only,1057643313
M2,4,nominal,fit,A,M1,4021569531
M2,4,nominal,fit,A,M2,804387812
M2,4,nominal,fit,A,M3,4218913144
M2,5,nominal,simulate,A,,972467534
M2,5,nominal,simulate,B,,3899213832
M2,5,nominal,fit,A,choice_only,2613351850
M2,5,nominal,fit,A,M1,2699382647
M2,5,nominal,fit,A,M2,2606760123
M2,5,nominal,fit,A,M3,1551112993
M2,6,nominal,simulate,A,,3881039585
M2,6,nominal,simulate,B,,112886964
M2,6,nominal,fit,A,choice_only,3128769864
M2,6,nominal,fit,A,M1,462649767
M2,6,nominal,fit,A,M2,499317724
M2,6,nominal,fit,A,M3,1960864751
M2,7,nominal,simulate,A,,2639424105
M2,7,nominal,simulate,B,,533065168
M2,7,nominal,fit,A,choice_only,1215188689
M2,7,nominal,fit,A,M1,321124889
M2,7,nominal,fit,A,M2,3190139879
M2,7,nominal,fit,A,M3,1011439544
M2,8,nominal,simulate,A,,788837509
M2,8,nominal,simulate,B,,2806860186
M2,8,nominal,fit,A,choice_only,2881690899
M2,8,nominal,fit,A,M1,800344779
M2,8,nominal,fit,A,M2,2993768966
M2,8,nominal,fit,A,M3,2642234887
M2,9,nominal,simulate,A,,1235223467
M2,9,nominal,simulate,B,,4154568128
M2,9,nominal,fit,A,choice_only,127488675
M2,9,nominal,fit,A,M1,3168419743
M2,9,nominal,fit,A,M2,226830628
M2,9,nominal,fit,A,M3,1674122289
M2,10,nominal,simulate,A,,1910504429
M2,10,nominal,simulate,B,,772216041
M2,10,nominal,fit,A,choice_only,1991804760
M2,10,nominal,fit,A,M1,2982589939
M2,10,nominal,fit,A,M2,3562925519
M2,10,nominal,fit,A,M3,4286600540
M2,11,nominal,simulate,A,,2223332120
M2,11,nominal,simulate,B,,3780419361
M2,11,nominal,fit,A,choice_only,501726668
M2,11,nominal,fit,A,M1,4044181415
M2,11,nominal,fit,A,M2,2459778959
M2,11,nominal,fit,A,M3,1388409855
M2,12,nominal,simulate,A,,1738537876
M2,12,nominal,simulate,B,,1162561559
M2,12,nominal,fit,A,choice_only,1213631909
M2,12,nominal,fit,A,M1,190302138
M2,12,nominal,fit,A,M2,2993780699
M2,12,nominal,fit,A,M3,1637033109
M2,13,nominal,simulate,A,,1054021014
M2,13,nominal,simulate,B,,1631713660
M2,13,nominal,fit,A,choice_only,4049109134
M2,13,nominal,fit,A,M1,3810472369
M2,13,nominal,fit,A,M2,4237661106
M2,13,nominal,fit,A,M3,2649838971
M2,14,nominal,simulate,A,,997457767
M2,14,nominal,simulate,B,,3586794644
M2,14,nominal,fit,A,choice_only,2599519112
M2,14,nominal,fit,A,M1,3136979022
M2,14,nominal,fit,A,M2,3306097048
M2,14,nominal,fit,A,M3,3292638480
M2,15,nominal,simulate,A,,3981290895
M2,15,nominal,simulate,B,,560956952
M2,15,nominal,fit,A,choice_only,1625443857
M2,15,nominal,fit,A,M1,1099992648
M2,15,nominal,fit,A,M2,1812880028
M2,15,nominal,fit,A,M3,4182610938
M2,16,nominal,simulate,A,,254311425
M2,16,nominal,simulate,B,,3146722519
M2,16,nominal,fit,A,choice_only,2311522097
M2,16,nominal,fit,A,M1,2161803690
M2,16,nominal,fit,A,M2,1410939361
M2,16,nominal,fit,A,M3,3690669880
M2,17,nominal,simulate,A,,2644701630
M2,17,nominal,simulate,B,,997021952
M2,17,nominal,fit,A,choice_only,304351405
M2,17,nominal,fit,A,M1,2595542981
M2,17,nominal,fit,A,M2,3690492392
M2,17,nominal,fit,A,M3,3280903485
M2,18,nominal,simulate,A,,1755482797
M2,18,nominal,simulate,B,,1792754981
M2,18,nominal,fit,A,choice_only,1312583597
M2,18,nominal,fit,A,M1,312504388
M2,18,nominal,fit,A,M2,2758954922
M2,18,nominal,fit,A,M3,626443442
M2,19,nominal,simulate,A,,4221364808
M2,19,nominal,simulate,B,,1187432720
M2,19,nominal,fit,A,choice_only,3595030973
M2,19,nominal,fit,A,M1,1727725250
M2,19,nominal,fit,A,M2,3138020164
M2,19,nominal,fit,A,M3,1615286976
M2,20,nominal,simulate,A,,4025210609
M2,20,nominal,simulate,B,,1593470244
M2,20,nominal,fit,A,choice_only,1496484033
M2,20,nominal,fit,A,M1,3354590924
M2,20,nominal,fit,A,M2,3413455401
M2,20,nominal,fit,A,M3,3038140516
M2,21,nominal,simulate,A,,3376039174
M2,21,nominal,simulate,B,,2342159628
M2,21,nominal,fit,A,choice_only,641989039
M2,21,nominal,fit,A,M1,2920428485
M2,21,nominal,fit,A,M2,1988624827
M2,21,nominal,fit,A,M3,195341135
M2,22,nominal,simulate,A,,3566601260
M2,22,nominal,simulate,B,,734268974
M2,22,nominal,fit,A,choice_only,1918461897
M2,22,nominal,fit,A,M1,227670391
M2,22,nominal,fit,A,M2,1697314810
M2,22,nominal,fit,A,M3,306326482
M2,23,nominal,simulate,A,,1672442628
M2,23,nominal,simulate,B,,443393544
M2,23,nominal,fit,A,choice_only,3032934839
M2,23,nominal,fit,A,M1,103975470
M2,23,nominal,fit,A,M2,2417237034
M2,23,nominal,fit,A,M3,4163858372
M2,24,nominal,simulate,A,,161538199
M2,24,nominal,simulate,B,,1539244191
M2,24,nominal,fit,A,choice_only,4015930433
M2,24,nominal,fit,A,M1,3492240985
M2,24,nominal,fit,A,M2,3644103884
M2,24,nominal,fit,A,M3,799160847
M2,25,nominal,simulate,A,,117926100
M2,25,nominal,simulate,B,,3830029541
M2,25,nominal,fit,A,choice_only,1926690905
M2,25,nominal,fit,A,M1,2543240869
M2,25,nominal,fit,A,M2,1959449240
M2,25,nominal,fit,A,M3,131619610
M2,26,nominal,simulate,A,,97665987
M2,26,nominal,simulate,B,,2462860547
M2,26,nominal,fit,A,choice_only,663049741
M2,26,nominal,fit,A,M1,1337968296
M2,26,nominal,fit,A,M2,2649058586
M2,26,nominal,fit,A,M3,822370281
M2,27,nominal,simulate,A,,832807106
M2,27,nominal,simulate,B,,166656476
M2,27,nominal,fit,A,choice_only,114253569
M2,27,nominal,fit,A,M1,2887811731
M2,27,nominal,fit,A,M2,1826576929
M2,27,nominal,fit,A,M3,296682462
M2,28,nominal,simulate,A,,3377588724
M2,28,nominal,simulate,B,,691732752
M2,28,nominal,fit,A,choice_only,2148406723
M2,28,nominal,fit,A,M1,1458643158
M2,28,nominal,fit,A,M2,483361315
M2,28,nominal,fit,A,M3,3915867335
M2,29,nominal,simulate,A,,2576735695
M2,29,nominal,simulate,B,,2816867272
M2,29,nominal,fit,A,choice_only,2298917736
M2,29,nominal,fit,A,M1,2825188199
M2,29,nominal,fit,A,M2,1266980431
M2,29,nominal,fit,A,M3,950372981
M2,30,nominal,simulate,A,,1999065005
M2,30,nominal,simulate,B,,337595337
M2,30,nominal,fit,A,choice_only,2625164815
M2,30,nominal,fit,A,M1,1948909592
M2,30,nominal,fit,A,M2,51761652
M2,30,nominal,fit,A,M3,2371446923
M2,31,nominal,simulate,A,,3374878953
M2,31,nominal,simulate,B,,2163079241
M2,31,nominal,fit,A,choice_only,199853903
M2,31,nominal,fit,A,M1,236907907
M2,31,nominal,fit,A,M2,3973628605
M2,31,nominal,fit,A,M3,1082170390
M2,32,nominal,simulate,A,,3061605157
M2,32,nominal,simulate,B,,3933134958
M2,32,nominal,fit,A,choice_only,584149970
M2,32,nominal,fit,A,M1,3858853728
M2,32,nominal,fit,A,M2,3515163136
M2,32,nominal,fit,A,M3,357653880
M2,33,nominal,simulate,A,,155183429
M2,33,nominal,simulate,B,,308562292
M2,33,nominal,fit,A,choice_only,3473391711
M2,33,nominal,fit,A,M1,2782152380
M2,33,nominal,fit,A,M2,999566076
M2,33,nominal,fit,A,M3,1434466766
M2,34,nominal,simulate,A,,3905887551
M2,34,nominal,simulate,B,,922051016
M2,34,nominal,fit,A,choice_only,2840476909
M2,34,nominal,fit,A,M1,1168296744
M2,34,nominal,fit,A,M2,3026748173
M2,34,nominal,fit,A,M3,2369286179
M2,35,nominal,simulate,A,,3342755277
M2,35,nominal,simulate,B,,1760068494
M2,35,nominal,fit,A,choice_only,2321806811
M2,35,nominal,fit,A,M1,283443410
M2,35,nominal,fit,A,M2,983137085
M2,35,nominal,fit,A,M3,619451797
M2,36,nominal,simulate,A,,2561379100
M2,36,nominal,simulate,B,,1218333400
M2,36,nominal,fit,A,choice_only,613659737
M2,36,nominal,fit,A,M1,1165578761
M2,36,nominal,fit,A,M2,3132545648
M2,36,nominal,fit,A,M3,589524351
M2,37,nominal,simulate,A,,2825493832
M2,37,nominal,simulate,B,,1992299356
M2,37,nominal,fit,A,choice_only,872812133
M2,37,nominal,fit,A,M1,2361765715
M2,37,nominal,fit,A,M2,2881731157
M2,37,nominal,fit,A,M3,3930960120
M2,38,nominal,simulate,A,,1160500881
M2,38,nominal,simulate,B,,3087116084
M2,38,nominal,fit,A,choice_only,2352389661
M2,38,nominal,fit,A,M1,2647163681
M2,38,nominal,fit,A,M2,3208973342
M2,38,nominal,fit,A,M3,1418810642
M2,39,nominal,simulate,A,,4182616932
M2,39,nominal,simulate,B,,1824715531
M2,39,nominal,fit,A,choice_only,996526692
M2,39,nominal,fit,A,M1,1710859094
M2,39,nominal,fit,A,M2,485173837
M2,39,nominal,fit,A,M3,1708595407
M2,40,nominal,simulate,A,,3932858203
M2,40,nominal,simulate,B,,1608705803
M2,40,nominal,fit,A,choice_only,2568721896
M2,40,nominal,fit,A,M1,303268111
M2,40,nominal,fit,A,M2,1494241726
M2,40,nominal,fit,A,M3,1879535675
M2,41,nominal,simulate,A,,580505557
M2,41,nominal,simulate,B,,1711905529
M2,41,nominal,fit,A,choice_only,3614609935
M2,41,nominal,fit,A,M1,2740098018
M2,41,nominal,fit,A,M2,19540002
M2,41,nominal,fit,A,M3,4216505998
M2,42,nominal,simulate,A,,3806165177
M2,42,nominal,simulate,B,,3504042150
M2,42,nominal,fit,A,choice_only,4104740767
M2,42,nominal,fit,A,M1,2245896879
M2,42,nominal,fit,A,M2,1336367350
M2,42,nominal,fit,A,M3,477754941
M2,43,nominal,simulate,A,,3119458114
M2,43,nominal,simulate,B,,2929087450
M2,43,nominal,fit,A,choice_only,3567427032
M2,43,nominal,fit,A,M1,3615734682
M2,43,nominal,fit,A,M2,1727297989
M2,43,nominal,fit,A,M3,3104142556
M2,44,nominal,simulate,A,,2337845470
M2,44,nominal,simulate,B,,657662728
M2,44,nominal,fit,A,choice_only,2544628973
M2,44,nominal,fit,A,M1,4084610221
M2,44,nominal,fit,A,M2,2402105037
M2,44,nominal,fit,A,M3,1918692799
M2,45,nominal,simulate,A,,3988269966
M2,45,nominal,simulate,B,,2053752151
M2,45,nominal,fit,A,choice_only,4012049278
M2,45,nominal,fit,A,M1,1114653334
M2,45,nominal,fit,A,M2,3094473940
M2,45,nominal,fit,A,M3,2158165162
M2,46,nominal,simulate,A,,4247373366
M2,46,nominal,simulate,B,,3795951904
M2,46,nominal,fit,A,choice_only,567661311
M2,46,nominal,fit,A,M1,239801669
M2,46,nominal,fit,A,M2,2325237582
M2,46,nominal,fit,A,M3,3463688418
M2,47,nominal,simulate,A,,1511779627
M2,47,nominal,simulate,B,,1900188068
M2,47,nominal,fit,A,choice_only,3922568391
M2,47,nominal,fit,A,M1,1203400608
M2,47,nominal,fit,A,M2,1855151858
M2,47,nominal,fit,A,M3,2802873487
M2,48,nominal,simulate,A,,3820486757
M2,48,nominal,simulate,B,,864929974
M2,48,nominal,fit,A,choice_only,2650797315
M2,48,nominal,fit,A,M1,3799189925
M2,48,nominal,fit,A,M2,2242485945
M2,48,nominal,fit,A,M3,456072777
M2,49,nominal,simulate,A,,3925169653
M2,49,nominal,simulate,B,,374685851
M2,49,nominal,fit,A,choice_only,1453880628
M2,49,nominal,fit,A,M1,1752420687
M2,49,nominal,fit,A,M2,3740107720
M2,49,nominal,fit,A,M3,3430642974
M2,50,nominal,simulate,A,,2070148921
M2,50,nominal,simulate,B,,1504123289
M2,50,nominal,fit,A,choice_only,2769751913
M2,50,nominal,fit,A,M1,2218239810
M2,50,nominal,fit,A,M2,2490662709
M2,50,nominal,fit,A,M3,978544119
M2,51,nominal,simulate,A,,3912812506
M2,51,nominal,simulate,B,,270756688
M2,51,nominal,fit,A,choice_only,849104752
M2,51,nominal,fit,A,M1,3467950133
M2,51,nominal,fit,A,M2,515117807
M2,51,nominal,fit,A,M3,3373437999
M2,52,nominal,simulate,A,,814465762
M2,52,nominal,simulate,B,,843454277
M2,52,nominal,fit,A,choice_only,3472094211
M2,52,nominal,fit,A,M1,1949363850
M2,52,nominal,fit,A,M2,3262210552
M2,52,nominal,fit,A,M3,358513671
M2,53,nominal,simulate,A,,584761339
M2,53,nominal,simulate,B,,1617787802
M2,53,nominal,fit,A,choice_only,3176942050
M2,53,nominal,fit,A,M1,823896442
M2,53,nominal,fit,A,M2,2612400168
M2,53,nominal,fit,A,M3,4252408553
M2,54,nominal,simulate,A,,3376019045
M2,54,nominal,simulate,B,,3037334596
M2,54,nominal,fit,A,choice_only,1927721647
M2,54,nominal,fit,A,M1,3812318284
M2,54,nominal,fit,A,M2,3259475972
M2,54,nominal,fit,A,M3,1254391359
M2,55,nominal,simulate,A,,2254201846
M2,55,nominal,simulate,B,,2247317091
M2,55,nominal,fit,A,choice_only,410257758
M2,55,nominal,fit,A,M1,1676012772
M2,55,nominal,fit,A,M2,344096056
M2,55,nominal,fit,A,M3,1539048252
M2,56,nominal,simulate,A,,4165867966
M2,56,nominal,simulate,B,,1831361214
M2,56,nominal,fit,A,choice_only,2373223750
M2,56,nominal,fit,A,M1,1461626171
M2,56,nominal,fit,A,M2,3353425457
M2,56,nominal,fit,A,M3,2162618594
M2,57,nominal,simulate,A,,1600512568
M2,57,nominal,simulate,B,,3242886491
M2,57,nominal,fit,A,choice_only,3765880324
M2,57,nominal,fit,A,M1,4175433357
M2,57,nominal,fit,A,M2,3859676250
M2,57,nominal,fit,A,M3,1036501716
M2,58,nominal,simulate,A,,707551239
M2,58,nominal,simulate,B,,1662270869
M2,58,nominal,fit,A,choice_only,3128572280
M2,58,nominal,fit,A,M1,1178877397
M2,58,nominal,fit,A,M2,2400606169
M2,58,nominal,fit,A,M3,2187312477
M2,59,nominal,simulate,A,,3590987593
M2,59,nominal,simulate,B,,51122555
M2,59,nominal,fit,A,choice_only,1161602575
M2,59,nominal,fit,A,M1,239161508
M2,59,nominal,fit,A,M2,817387151
M2,59,nominal,fit,A,M3,3482019897
M2,60,nominal,simulate,A,,1984643832
M2,60,nominal,simulate,B,,1898600811
M2,60,nominal,fit,A,choice_only,3652536141
M2,60,nominal,fit,A,M1,2125143349
M2,60,nominal,fit,A,M2,72025370
M2,60,nominal,fit,A,M3,3632319472
M2,61,nominal,simulate,A,,3893697606
M2,61,nominal,simulate,B,,3375326361
M2,61,nominal,fit,A,choice_only,4189090681
M2,61,nominal,fit,A,M1,3310521796
M2,61,nominal,fit,A,M2,4171787360
M2,61,nominal,fit,A,M3,4010452819
M2,62,nominal,simulate,A,,1496405686
M2,62,nominal,simulate,B,,2791295401
M2,62,nominal,fit,A,choice_only,1812658872
M2,62,nominal,fit,A,M1,55940969
M2,62,nominal,fit,A,M2,4228347045
M2,62,nominal,fit,A,M3,2712672243
M2,63,nominal,simulate,A,,3505378116
M2,63,nominal,simulate,B,,2904021060
M2,63,nominal,fit,A,choice_only,430833660
M2,63,nominal,fit,A,M1,2948366342
M2,63,nominal,fit,A,M2,3322271627
M2,63,nominal,fit,A,M3,3675927846
M2,64,nominal,simulate,A,,880471799
M2,64,nominal,simulate,B,,1051741840
M2,64,nominal,fit,A,choice_only,1291988305
M2,64,nominal,fit,A,M1,932740735
M2,64,nominal,fit,A,M2,3286426253
M2,64,nominal,fit,A,M3,682213415
M2,65,nominal,simulate,A,,3919669883
M2,65,nominal,simulate,B,,1775236516
M2,65,nominal,fit,A,choice_only,1578450816
M2,65,nominal,fit,A,M1,529484251
M2,65,nominal,fit,A,M2,3439705001
M2,65,nominal,fit,A,M3,689903351
M2,66,nominal,simulate,A,,1073844746
M2,66,nominal,simulate,B,,1947716278
M2,66,nominal,fit,A,choice_only,2719105097
M2,66,nominal,fit,A,M1,1959302520
M2,66,nominal,fit,A,M2,3663633316
M2,66,nominal,fit,A,M3,35068007
M2,67,nominal,simulate,A,,781221893
M2,67,nominal,simulate,B,,1369035249
M2,67,nominal,fit,A,choice_only,785496016
M2,67,nominal,fit,A,M1,2953707797
M2,67,nominal,fit,A,M2,3750746584
M2,67,nominal,fit,A,M3,312203980
M2,68,nominal,simulate,A,,3459404238
M2,68,nominal,simulate,B,,3058507326
M2,68,nominal,fit,A,choice_only,1708070951
M2,68,nominal,fit,A,M1,1129287529
M2,68,nominal,fit,A,M2,2393017929
M2,68,nominal,fit,A,M3,1411885034
M2,69,nominal,simulate,A,,2732002292
M2,69,nominal,simulate,B,,1680132232
M2,69,nominal,fit,A,choice_only,3807469387
M2,69,nominal,fit,A,M1,3317637129
M2,69,nominal,fit,A,M2,1918391273
M2,69,nominal,fit,A,M3,1530274921
M2,70,nominal,simulate,A,,4041307976
M2,70,nominal,simulate,B,,1507706184
M2,70,nominal,fit,A,choice_only,1238924804
M2,70,nominal,fit,A,M1,2883359965
M2,70,nominal,fit,A,M2,901980220
M2,70,nominal,fit,A,M3,3165542135
M2,71,nominal,simulate,A,,4238590801
M2,71,nominal,simulate,B,,1923854568
M2,71,nominal,fit,A,choice_only,3981199126
M2,71,nominal,fit,A,M1,1732990997
M2,71,nominal,fit,A,M2,621004672
M2,71,nominal,fit,A,M3,1749762556
M2,72,nominal,simulate,A,,3487709962
M2,72,nominal,simulate,B,,3956174021
M2,72,nominal,fit,A,choice_only,656667216
M2,72,nominal,fit,A,M1,4220274863
M2,72,nominal,fit,A,M2,3364457679
